ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.09801E+16,2.11454E+16,3.93528E+15,6.21219E+15,,4.88141E+15,1.17918E+16,4.6928E+16,4.59062E+15,0
6.57685E+15,1.56222E+16,1.27721E+16,9.7599E+15,3.41749E+15,4.18972E+15,1.03823E+16,783051797103557,3.77131E+16,0
4.6811E+15,2.20476E+16,3.87484E+15,465251383340415,3.06451E+15,4.42531E+15,1.09413E+16,,4.12575E+15,0
8.15122E+15,2.1956E+16,1.36997E+16,3.80443E+16,,4.60529E+16,1.49513E+16,7.96343E+15,3.52398E+15,0
,2.26548E+15,1.35845E+15,4.1907E+16,3.74158E+16,3.35378E+16,9.14744E+15,8.28649E+15,2.36456E+15,0
,2.20836E+16,2.73196E+16,4.5071E+15,3.29997E+16,4.63965E+15,1.39867E+16,,5.66655E+15,0
5.66969E+15,1.9413E+16,2.00815E+16,677810364227845,,4.0399E+15,1.82848E+15,,3.59213E+16,0
6.62494E+15,1.85411E+15,1.63606E+16,947284496887071,3.20847E+15,4.58924E+15,1.2488E+16,4.096E+15,3.5467E+16,0
8.27364E+15,1.88161E+16,1.11207E+16,7.41089E+15,3.4632E+16,3.44155E+16,1.53149E+16,8.94469E+15,3.33158E+15,0
,2.41896E+16,2.57179E+16,4.24E+15,3.69541E+16,4.74937E+15,1.53061E+16,4.83742E+16,4.30622E+15,0
,2.2162E+15,1.19547E+16,6.65705E+15,,3.91239E+15,1.29614E+16,,3.28206E+16,0
1.05097E+16,2.13877E+16,1.67869E+16,6.62422E+15,,4.11217E+15,1.65909E+15,6.77455E+15,3.50508E+15,0
5.17143E+16,2.07281E+16,4.46128E+16,7.28793E+15,3.00254E+15,552907589514154,1.27237E+16,5.22377E+15,2.94943E+15,0
6.9642E+15,1.93753E+16,2.74085E+16,1.01846E+15,3.07695E+15,3.0294E+16,1.58896E+16,780767379802981,2.39568E+16,0
6.5488E+15,2.05168E+15,1.35849E+16,3.77765E+15,,3.27967E+15,1.56275E+16,5.18504E+15,4.19731E+15,0
6.55544E+15,1.95158E+15,1.54055E+15,2.75084E+16,,4.36278E+15,1.08553E+16,,3.79204E+16,0
904258286604996,2.2132E+16,1.41495E+16,5.32585E+15,3.66668E+15,3.77858E+15,1.30084E+16,8.78962E+15,4.34844E+15,0
5.97058E+15,2.02746E+16,1.99523E+15,7.87204E+15,3.11188E+15,4.12039E+15,1.86321E+16,7.31663E+15,5.01328E+15,0
6.27381E+15,1.9185E+15,1.51302E+16,5.11275E+15,3.4995E+15,5.38204E+15,1.23836E+16,5.20977E+15,4.51041E+16,0
6.60401E+15,2.12978E+16,2.35646E+15,6.60821E+15,3.25354E+15,4.30333E+16,1.43529E+16,3.3403E+15,4.45897E+15,0
7.14394E+15,1.53236E+15,1.1553E+16,8.44469E+15,3.29404E+15,2.78483E+15,1.12669E+16,8.17184E+15,3.79284E+16,0
811644657034648,2.08689E+16,2.39859E+16,7.51387E+15,3.46424E+16,4.36291E+16,9.61229E+15,6.73812E+15,2.9347E+16,0
7.66519E+15,2.09997E+16,2.29937E+15,5.5439E+15,3.43494E+15,4.17739E+16,7.75061E+15,6.35518E+15,2.70713E+16,0
5.55535E+15,1.54301E+15,2.05034E+16,9.645E+15,313470296699179,3.55207E+15,1.84687E+15,7514036171327,45361459144294,0
7.54393E+15,1.92235E+16,2.4228E+16,7.24134E+15,336151049803892,3.69428E+15,1.81889E+16,7.05885E+15,3.70319E+16,1
,2.18574E+16,1.17246E+15,7.56541E+15,2.96431E+15,4.52728E+16,1.46657E+16,5.12618E+16,3.5614E+16,1
7.34017E+16,2.10119E+16,1.28104E+16,8.86729E+15,309661577518229,4.12707E+15,1.23892E+16,7.35133E+15,3.91914E+15,1
1.00152E+16,2.10127E+15,9.06404E+15,7.19843E+15,3.63562E+16,3.24648E+16,1.02131E+16,9.26439E+15,3.84655E+15,1
,1.88744E+16,1.90375E+15,6.03424E+15,,3.88066E+15,1.51491E+16,784994180330055,272365054009649,1
7.84646E+15,2.33977E+16,6.67066E+15,6.84453E+15,,5.45311E+15,1.65362E+16,674840901235171,3.88562E+15,1
,1.55676E+16,5.20602E+15,2.57756E+16,3.65081E+15,3.23001E+15,1.41666E+16,4.82543E+15,2.00076E+16,1
6.33416E+15,1.97482E+16,2.34608E+15,6.12146E+15,3.0355E+15,3.99564E+15,1.88222E+15,6.22229E+16,4.03883E+15,1
9.6161E+15,2.2176E+15,1.2539E+15,9.08953E+15,,4.41881E+16,1.38084E+16,,2.94664E+15,1
,1.86595E+16,294969101574473,811774776205242,3.78431E+16,6.16175E+15,1.49628E+16,6.54446E+15,2.47528E+16,1
8.893E+15,2.24078E+16,2.29602E+16,8.98204E+15,2.74689E+16,4.66245E+15,9.69305E+15,595772117702484,3.61913E+15,1
,1.95837E+16,1.45637E+16,9.31598E+15,,2.89661E+16,9.1844E+15,4.95401E+15,3.95701E+15,1
8.14143E+15,2.11794E+16,1.54944E+16,9.45041E+15,,3.63129E+15,1.54034E+16,5.44907E+16,4.35092E+15,1
8.16571E+15,2.03419E+15,1.6925E+15,5.57434E+16,3.37252E+15,5.27913E+15,1.83614E+16,6.03935E+16,3.92012E+16,1
4.93196E+15,1.64667E+16,3.11555E+16,7.41148E+15,3.83783E+15,5.06531E+16,1.498E+16,6.92492E+15,5.04598E+15,1
8.97782E+15,1.98996E+15,202256429226288,7.56952E+15,3.52686E+15,492097824550344,1.96219E+15,6.41772E+15,3.2E+16,1
7.37261E+15,2.20387E+15,1.76069E+16,9.42634E+15,2.74207E+15,5.51145E+15,1.48264E+16,6.73054E+15,3.18252E+16,1
9.10733E+15,2.02515E+15,24678329289092,5.57591E+15,3.34717E+15,467110761590556,1.29373E+16,469352518256491,449213994862107,1
4.16825E+15,1.64351E+15,238637168635121,8.59382E+15,,5.47467E+15,1.38435E+16,7.10467E+15,2.80453E+15,1
7.80691E+15,2.16473E+16,2.12993E+15,6.2176E+16,,5.2408E+15,1.38956E+16,8.3147E+15,5.12791E+15,1
6.70464E+16,2.30767E+15,9.72776E+15,594369457895465,2.23236E+16,4.05762E+16,1.28265E+15,7.43852E+15,3.42218E+16,1
3.62317E+16,1.56899E+16,2.67385E+16,502314259061121,3.88752E+15,3.88753E+16,1.7196E+15,6.35649E+15,5.37021E+15,1
7.96686E+15,1.86353E+16,2.14407E+15,7.83247E+15,3.93767E+15,4.61356E+15,1.39139E+15,8.61218E+15,5.11543E+15,1
4.59561E+16,2.0486E+16,1.3891E+16,6.37134E+15,,6.31822E+15,1.14209E+16,704490025357391,3.97892E+16,1
,2.04669E+16,1.28744E+16,5.07116E+15,3.24701E+16,4.02619E+15,1.66425E+16,6.48467E+15,4.05894E+15,1
3.9945E+15,1.79454E+16,1.86823E+15,6.46479E+15,3.31146E+15,5.38175E+15,1.39168E+16,,3.37915E+16,1
8.90799E+15,2.02461E+16,336537619633927,5.43188E+15,3.30827E+15,4.26187E+16,1.87599E+16,7.93706E+15,4.64126E+16,1
5.89873E+15,1.9831E+16,2.11482E+16,9.1249E+15,3.26254E+15,3.12389E+16,1.30429E+16,7.43116E+15,4.89982E+15,1
951462662210288,2.15726E+15,1.65536E+16,7.54786E+15,3.21776E+16,4.53918E+16,9.64024E+15,5.78654E+15,2.64504E+15,1
8.84246E+15,2.29964E+16,7.83932E+15,1.05088E+16,2.78428E+16,3.70085E+15,1.5791E+16,7.71666E+15,4.57673E+15,1
7.72108E+15,2.08439E+16,1.72486E+15,7.68537E+16,2.86404E+15,2.69014E+15,1.17573E+16,568845279970477,3.22395E+15,1
9.08942E+15,2.08915E+16,3.22381E+16,6.89501E+15,3.2108E+16,44925997564536,1.25146E+16,8.92131E+15,443011601625449,1
1.75704E+16,1.47582E+16,4.15382E+15,7.72818E+15,376012933045253,4.28445E+16,1.08287E+16,6.50058E+15,2.96755E+16,1
7.72519E+15,2.13951E+15,2.04618E+16,534031864919632,,3.38214E+16,1.70325E+16,5.85875E+16,4.16333E+16,1
6.72919E+15,1.78494E+16,3.1992E+16,5.63294E+15,,34177477792211,1.48052E+16,6.41292E+15,5.11225E+15,1
5.08543E+15,1.73566E+15,3.34552E+15,6.03325E+15,3.51271E+15,5.07476E+16,1.7796E+16,6.24661E+15,3.96173E+15,1
9.54527E+15,2.12046E+16,2.51898E+16,6.20387E+16,3.16567E+16,4.98267E+15,2.00515E+15,5.29011E+15,4.9839E+15,1
,1.82534E+16,2.00492E+16,8.48047E+15,3.30128E+16,3.28701E+16,1.23323E+16,797847803952545,3.69351E+16,1
6.24626E+15,1.63218E+16,2.64089E+15,6.02967E+15,4.29022E+15,5.09957E+16,2.35696E+16,1.91752E+16,5.04445E+15,1
73764491048464,1.6875E+16,3.71911E+15,4.18494E+15,,4.39313E+16,1.5901E+16,633348946717681,5.76735E+15,1
7.80243E+15,2.3267E+15,1.43829E+16,762692290707145,,413292183492284,1.54956E+16,4.20021E+15,4.36353E+15,1
8.59677E+15,2.02343E+16,1.51735E+16,7.24862E+15,3.73653E+15,3.15479E+15,1.50087E+15,7.68797E+15,3.23869E+16,1
6.43644E+15,1.92996E+16,1.95794E+16,7.64087E+15,3.14923E+16,3.79675E+16,1.2897E+16,7.58391E+15,3.41585E+15,1
733347772602672,2.33721E+16,1.60666E+16,8.18199E+15,2.24213E+16,4.01739E+16,1.5314E+16,818420621564831,4.77266E+15,1
6.14476E+15,2.1098E+16,1.99813E+15,9.20361E+15,2.71097E+15,3.32598E+16,1.7188E+16,7.96342E+15,3.08208E+15,1
4.726E+15,1.75991E+16,3.42658E+15,5.9234E+15,3.24871E+15,4.41945E+15,1.26361E+16,,3.64461E+15,1
5.39335E+15,1.7255E+16,2.8099E+16,5.78967E+15,3.72622E+15,5.05542E+15,1.75307E+15,6.72739E+15,4.63385E+15,1
5.62482E+15,2.15823E+16,9.02876E+15,9.2561E+15,2.74292E+16,3.40648E+16,1.06807E+16,7.24875E+15,4.35549E+15,1
5.76887E+15,1.84395E+15,3.1156E+16,8.39283E+15,3.56553E+16,3.80097E+16,1.04303E+16,1.00232E+16,3.09263E+16,1
,1.95875E+15,1.77493E+16,7.55675E+15,,5.12454E+15,1.54853E+16,5.41327E+15,2.77564E+16,1
5.25135E+15,1.67924E+16,3.47689E+15,4.02308E+15,3.77143E+15,315536105373161,1.04292E+16,7.05934E+15,4.07225E+15,1
768878591609137,2.09186E+16,2.95685E+16,9.81734E+15,2.94348E+16,3.55699E+15,1.39188E+16,7.16815E+15,3.91867E+16,1
3.68108E+15,1.44265E+15,2.67268E+15,6.09528E+16,,5.64184E+15,1.36511E+16,9.22991E+15,3.89307E+16,1
4.89769E+15,1.69236E+16,1.46767E+15,8.31861E+15,,4.37539E+16,1.62191E+15,8.19478E+15,3.89446E+16,1
5.84275E+16,2.02045E+16,1.39693E+15,664391802773037,2.90796E+16,4.75143E+15,1.81898E+16,7.79311E+15,4.49039E+15,1
,1.9341E+15,1.44724E+16,5.64067E+15,3.22674E+15,4.31457E+15,1.27219E+16,9.27589E+15,4.41482E+15,1
5.03832E+15,1.7036E+16,2.58661E+16,7.40375E+15,,3.50391E+16,1.32703E+16,6.53316E+15,3.9137E+16,1
996124770904986,220038185981074,1.19398E+16,8.42875E+15,3.37484E+16,3.98681E+16,1.47926E+16,6.09918E+15,3.24658E+16,1
7.4175E+15,1.98706E+16,2.43894E+15,4.79068E+15,2.89331E+15,3.66371E+16,1.84152E+16,8.79962E+15,3.39124E+16,1
,1.60326E+15,3.77958E+16,915222467032826,3.90277E+15,4.41986E+16,1.6451E+16,2.13553E+16,4.44198E+16,1
509993200503465,1.89666E+16,2.18074E+15,4.36815E+15,,3.34512E+15,1.47323E+16,4.99857E+15,5.1593E+15,1
3.63316E+16,1.79351E+16,2.85842E+15,5.24638E+15,2.92441E+16,500866018456054,895640145961113,773609852692872,3.34957E+16,1
8.86045E+15,1.93743E+16,2.40851E+15,6.18311E+16,,5.26705E+15,9.90133E+15,8.13393E+15,4.67771E+15,1
1.01379E+15,2.42006E+16,1.50888E+16,8.67779E+15,,5.96346E+15,1.49712E+16,6.23658E+15,3.87202E+16,1
9.90081E+15,1.99084E+15,1.62331E+16,814664316834556,3.80113E+16,3.4502E+16,2.03867E+16,7.33815E+15,2.395E+16,1
1.02684E+15,2.18217E+16,1.3754E+15,7.51261E+15,3.34178E+16,3.41602E+16,1.56716E+16,8.46827E+15,4.30469E+15,1
2.27499E+16,1.5253E+15,3.90286E+16,3.46249E+16,2.83694E+16,4.43029E+15,1.32019E+16,6.23227E+15,3.54574E+15,1
6.01726E+16,2.06014E+16,1.51573E+16,7.58212E+15,3.07704E+15,4.31782E+16,1.42218E+15,5.332E+15,4.42771E+15,1
7.11085E+15,2.13886E+16,2.50435E+15,6.04844E+15,2.45954E+16,5.05736E+16,1.63831E+15,9.1681E+15,5.71279E+15,1
6.35029E+15,1.90384E+16,1.49054E+16,5.53783E+15,,446840605056286,1.39836E+15,6.78171E+15,4.26523E+15,1
8.12934E+15,2.11123E+16,2.29829E+16,6.77901E+15,3.26398E+16,3.67989E+15,1.39109E+16,5.57954E+16,4.82204E+15,1
1.02528E+16,2.1828E+15,1.81588E+16,8.65734E+15,3.4953E+15,3.36199E+15,194425988167568,8.28583E+15,4.55984E+15,1
5.46236E+15,1.8771E+16,1.16421E+16,84396410712474,,5.34664E+15,8.12979E+15,7.46037E+15,4.48618E+15,1
9.23944E+15,2.12569E+16,1.48296E+16,7.17292E+15,3.24129E+15,5.75422E+15,1.65811E+16,6.68853E+15,3.47197E+16,1
7.07131E+15,2.1362E+16,2.00388E+16,7.60225E+15,2.90057E+16,6.05305E+15,8.71396E+15,5.84135E+15,4.29373E+15,1
711589526567209,1.93707E+16,1.84639E+15,4.92439E+16,3.19057E+15,3.69534E+15,1.48416E+16,5.44375E+15,3.73602E+16,1
8.239E+15,1.99595E+15,2.50468E+16,9.28802E+15,3.50836E+15,3.28363E+15,1.87432E+16,5.4417E+15,3.08992E+15,1
6.44625E+15,2.04254E+16,1.11043E+16,7.64861E+15,,4.18041E+15,1.66256E+15,,4.97696E+15,1
6.16178E+15,2.02757E+15,1.22296E+16,1.15236E+16,3.24048E+16,3.44366E+15,1.46859E+16,4.78032E+16,4.00355E+15,1
6.77216E+15,1.969E+16,1.37903E+16,957505287265186,,3.47588E+16,1.77057E+16,6.83798E+15,382725596122325,1
7.06185E+15,2.11092E+15,1.13002E+16,8.86636E+15,2.99938E+16,3.5351E+15,1.68958E+16,675771086755158,3.95825E+15,1
4.63825E+15,1.8242E+16,3.4262E+15,6.19772E+15,3.07458E+16,4.39118E+15,7.76085E+15,,4.12454E+15,1
7.67897E+16,2.0548E+16,7.47251E+15,7.18187E+15,,3.95236E+16,7.91815E+16,7.63783E+15,3.71898E+16,1
8.13771E+15,1.78717E+16,3.37867E+16,910188513655897,,4.81074E+15,1.22732E+16,9.59053E+15,2.74387E+15,1
7.4814E+15,1.86075E+16,1.37818E+16,4.64925E+15,3.77344E+15,3.23773E+15,1.16871E+16,662916498377711,4.03998E+15,1
8.08215E+15,1.85932E+16,2.84077E+15,7.60542E+15,3.81762E+15,4.02658E+16,1.28306E+16,8.69797E+15,3.37348E+16,1
,2.10627E+16,2.79832E+15,5.94721E+15,,4.36844E+15,1.61275E+16,6.4564E+15,4.29039E+15,1
770218309918713,1.92138E+16,1.8126E+16,9.15458E+15,3.64191E+15,6.46733E+15,1.43763E+16,905275363195179,4.38216E+15,1
675076118602011,2.07255E+16,2.3643E+16,7.69101E+15,2.93783E+15,4.46697E+15,6.00039E+16,3.09008E+16,2.77773E+16,1
,2.19706E+16,2.23873E+16,7.3085E+15,3.16973E+16,3.2729E+15,1.27853E+16,8.07579E+15,464936502812178,1
6.32394E+15,1.85992E+16,2.32348E+16,5.89296E+15,3.47237E+16,4.01305E+16,1.32633E+15,6.0474E+15,3.57501E+16,1
5.40388E+16,1.99017E+16,1.15714E+16,6.28543E+15,,3.77431E+15,1.18591E+16,740120431141782,3.18994E+15,1
5.69987E+15,1.59436E+16,3.19774E+16,5.24997E+15,,5.01743E+15,8.00801E+15,5.58702E+15,2.4164E+15,1
7.69426E+15,1.84836E+16,226730344718994,5.70106E+15,,4.39633E+15,8.85771E+15,6.49756E+15,5.70719E+15,1
8.58143E+15,1.86602E+16,2.05907E+15,3.92418E+15,3.66132E+15,3.84306E+16,9.9994E+15,6.6694E+15,3.38845E+16,1
9.88894E+15,2.20639E+16,1.98924E+15,7.98646E+15,3.26077E+15,4.60812E+15,1.49292E+16,5.96028E+15,3.75016E+16,1
3.42645E+16,1.54712E+16,2.18397E+15,4.96572E+15,,4.37377E+15,1.46894E+16,5.64901E+15,5.97805E+15,1
8.37044E+15,2.31443E+16,1.50638E+16,1.22794E+16,,4.22294E+15,1.50271E+16,6.7503E+15,3.21064E+16,1
,204852186950213,1.32862E+16,909384342143146,3.32846E+16,3.65688E+15,8.5899E+15,763063756515083,426852451986332,1
8.3905E+15,2.15296E+16,2.70321E+15,6.55396E+15,2.82859E+15,4.43446E+16,1.28416E+15,4.63682E+15,4.15036E+15,1
7.58194E+15,1.93286E+15,2.16757E+16,9.8215E+15,3.81931E+15,4.14811E+16,1.61092E+16,9.26091E+15,4.83335E+15,1
9.85005E+15,2.0874E+16,352892371102066,8.35011E+15,3.3721E+15,4.6248E+16,1.01051E+16,5.0886E+15,4.52184E+16,1
5.22568E+15,1.8505E+16,1.62764E+16,6.6171E+15,,394634867724289,7.81781E+15,8.90526E+15,3.69575E+16,1
9.66365E+15,2.33487E+16,1.32136E+16,1.01499E+16,2.93075E+16,3.26778E+16,1.04396E+15,6.24554E+16,4.74194E+15,1
,1.58763E+15,2.62101E+16,4.08876E+15,,3.54847E+15,1.60067E+15,8.53381E+15,5.01016E+15,1
7.93561E+15,2.07017E+15,1.96578E+15,8.6045E+15,3.12344E+16,3.58849E+15,2.12281E+15,6.37718E+15,361965073748165,1
8.92814E+15,1.97649E+16,2.78844E+16,8.96858E+15,,3.17533E+15,2.14979E+15,7.30111E+15,4.1111E+15,1
6.92034E+15,2.07821E+16,1.66898E+15,1.00311E+16,2.86414E+16,4.81956E+16,9.7719E+15,7.8295E+15,3.26621E+16,1
1.05381E+15,2.0014E+16,1.38672E+16,7.36502E+15,4.09447E+15,3.40809E+15,1.70731E+16,7.27306E+15,3.82309E+15,1
572930291193782,1.62858E+16,3.45737E+16,5.65486E+16,4.15287E+16,2.97631E+15,1.39908E+16,7.67447E+15,3.55639E+16,1
533568880893353,1.7864E+16,3.79932E+16,9.77252E+15,3.43258E+16,4.65073E+16,1.48343E+16,6.53265E+15,3.92198E+16,1
,1.77174E+16,3.89773E+15,5.47716E+16,4.02499E+16,4.84173E+16,1.23001E+16,6.15695E+15,3.26159E+16,1
6.76983E+15,1.77173E+16,3.4596E+16,2.86607E+16,3.69533E+15,3.89516E+16,1.72681E+16,6.48686E+15,3.65579E+15,1
6.84833E+15,1.95451E+16,1.59086E+16,6.24135E+15,3.19265E+16,4.04205E+15,1.89373E+15,7.53928E+15,3.7322E+16,1
,2.3116E+16,1.28567E+16,6.97702E+15,3.44448E+16,3.92517E+16,1.32172E+16,8.09565E+15,3.30829E+16,1
,2.05089E+16,2.70644E+15,7.39838E+15,3.04926E+15,409501841738755,1.85218E+16,6.14861E+15,4.59957E+15,1
,155864381695285,2.82248E+16,8.36672E+15,392582582266922,421343736166148,1.87787E+16,5.26406E+16,4.93019E+15,1
8.5892E+15,2.33728E+16,7.26306E+15,6.95331E+15,2.68971E+16,2.5888E+16,8.98636E+15,4.19304E+15,4.04145E+15,1
8.47365E+15,1.82997E+16,3.64125E+16,6.14467E+15,,4.14308E+15,1.42554E+16,5.67352E+15,3.48782E+16,1
7.59135E+15,1.99255E+15,2.53838E+16,7.92462E+15,3.1861E+15,4.16446E+15,2.01188E+15,4.82712E+15,4.51515E+15,1
8.13777E+15,2.03862E+15,2.41727E+15,6.84402E+15,3.05833E+16,4.70836E+16,1.9233E+16,3.07084E+16,5.00383E+15,1
5.35257E+15,1.50495E+16,2.77957E+16,5.46406E+15,4.45938E+15,4.22423E+15,1.61445E+16,7.83748E+15,4.77919E+16,1
7.99809E+15,2.41E+15,9.60974E+15,9.84235E+15,2.29576E+16,4.28882E+15,1.49906E+16,3.98424E+16,2.62655E+15,1
1.18981E+15,2.28133E+15,8.29655E+15,9.89964E+15,3.4665E+15,5.00169E+15,1.54869E+16,6.35295E+16,3.02497E+15,1
7.44254E+15,1.80859E+16,1.8223E+16,8.57725E+15,4.0532E+16,5.64793E+15,1.47683E+16,5.77576E+15,2.19114E+15,1
5.1408E+16,2.09359E+15,2.14076E+16,4.41598E+15,2.30556E+16,3.78897E+15,2.2E+16,8.67372E+15,419225744935354,1
,2.42413E+16,9.78337E+15,6.40015E+15,2.11852E+16,3.51997E+15,1.04073E+16,6.99095E+15,4.6267E+15,1
6.94792E+15,2.19594E+15,1.03375E+16,1.04148E+16,,4.53152E+15,1.42138E+16,6.11503E+16,3.68508E+15,1
962210598702481,1.8291E+16,3.03072E+16,5.657E+15,4.22446E+16,5.7333E+15,1.76997E+15,4.59068E+15,3.97557E+15,1
5.36121E+16,1.71316E+15,2.47097E+15,4.18489E+15,3.66815E+16,4.90659E+16,1.51227E+15,3.31196E+15,181252893956422,1
4.90952E+15,1.86191E+16,1.36526E+16,9.31825E+15,,4.60567E+16,1.21595E+16,898302092930403,3.78551E+16,1
6.37641E+15,1.82121E+15,3.30467E+16,535153318891046,3.62352E+16,3.50236E+16,7.59252E+16,6.62257E+15,5.40405E+15,1
3.94013E+16,1.63172E+16,2.59113E+15,4.13854E+15,3.71967E+16,4.87985E+15,1.77517E+16,6.36124E+15,3.478E+16,1
6.91683E+15,2.1086E+16,2.92636E+16,6.01161E+15,2.52231E+16,3.92364E+15,1.28922E+16,770797800059377,4.59862E+15,1
9.14656E+15,2.26093E+16,6.78748E+15,9.24176E+15,3.19026E+16,4.59569E+15,1.41105E+16,805711461864126,3.21088E+15,1
1.02684E+16,2.25074E+16,1.46944E+16,672284290895704,3.00764E+15,3.53631E+15,1.35538E+16,6.40129E+15,5.19986E+15,1
8.78767E+15,2.32463E+16,703513379657523,9.30645E+15,,4.15625E+16,1.20514E+16,,3.48995E+15,1
7.36877E+15,2.13197E+15,1.8452E+15,8.29244E+15,2.94345E+16,4.96271E+15,1.05451E+16,9.48377E+15,3.81388E+16,1
9.35272E+15,2.07465E+16,235585547458282,6.50492E+15,3.46517E+15,4.20595E+15,1.09867E+16,,3.39826E+16,1
9.39315E+15,2.15051E+16,2.05923E+16,1.00895E+15,331338738654354,4.47074E+15,1.07786E+16,544269683662254,4.66568E+15,1
7.29657E+15,1.97647E+16,2.25351E+16,9.2882E+15,3.23449E+15,3.53063E+15,6.03967E+15,8.25362E+15,467916864329843,1
890086469660199,2.11307E+15,9.59215E+15,8.86327E+15,3.48438E+15,3.33775E+16,1.8268E+15,6.83332E+15,4.51875E+15,1
8.10724E+15,2.28172E+16,1.83648E+15,6.18595E+15,2.46943E+16,3.69903E+16,1.46134E+16,1.01352E+16,4.68827E+15,1
7.80437E+15,2.16674E+16,1.41607E+15,6.06014E+15,2.81356E+15,4.68213E+15,1.51475E+16,6.28606E+15,4.07556E+15,1
4.66615E+15,1.71289E+16,3.56801E+16,4.89437E+16,3.14614E+16,5.01903E+15,1.42106E+16,5.69103E+16,455686375232757,1
1.09051E+16,2.07005E+15,1.60992E+16,8.18648E+15,3.69684E+16,5.75309E+15,1.75569E+16,8.07498E+15,37202643792172,1
4.73955E+15,1.62247E+16,2.72159E+15,2.86254E+15,3.72815E+15,4.37218E+16,1.51305E+15,650912914244809,2.94235E+15,1
9.86923E+15,2.23773E+15,2.95497E+15,7.71692E+15,2.81118E+16,3.56182E+15,1.42027E+16,8.40136E+15,4.73685E+15,1
,1.82582E+16,1.95755E+16,1.00484E+16,4.24689E+16,3.83491E+16,1.94829E+16,766347982494804,4.3292E+15,1
5.82754E+15,1.91005E+16,2.58633E+15,4.82383E+15,3.16026E+16,3.70357E+15,1.83619E+15,486581086223875,3.17913E+16,1
9.89912E+15,1.33217E+16,1.69229E+16,929328864439756,4.44376E+15,3.22291E+16,1.04301E+16,4.35785E+16,5.1606E+16,1
,2.35241E+16,1.04438E+16,7.60552E+15,,3.19843E+15,8.28655E+15,8.05404E+15,3.90051E+15,1
9.48583E+15,2.18738E+15,1.53578E+15,8.53446E+15,3.15831E+16,4.29622E+16,1.56211E+16,648260282011821,3.22113E+15,1
6.43572E+15,2.14725E+16,936385398761785,9.99762E+15,2.73463E+15,5.08345E+16,1.29259E+16,7.14286E+15,4.92534E+15,1
6.3655E+15,2.05057E+15,7.04074E+15,1.13028E+15,3.25329E+16,3.7158E+15,1.63529E+16,7.43126E+15,5.12542E+15,1
,2.02475E+16,2.38282E+16,5.53168E+15,4.09286E+15,4.14618E+16,1.37977E+16,5.95217E+15,5.26637E+15,1
5.45221E+15,1.99228E+16,1.44468E+16,7.68919E+15,2.98318E+15,4.69132E+15,1.40205E+16,9.53062E+15,5.19053E+15,1
,2.15967E+15,2.18524E+16,7.45751E+15,2.83756E+16,3.64701E+16,1.13832E+16,765388028414302,5.07636E+16,1
5.43347E+15,1.77828E+16,3.14217E+15,4.58413E+15,3.47097E+15,4.90285E+15,1.60664E+16,5.84167E+15,2.8712E+15,1
7.37478E+15,2.17699E+16,1.22859E+16,1.00382E+16,,3.58983E+16,1.62937E+16,9.37844E+15,35922647284429,1
,1.75709E+16,2.5954E+16,6.22932E+15,3.46225E+15,3.79291E+16,1.36369E+16,5.05908E+15,2.9514E+15,0
5.22694E+15,1.7732E+16,2.83986E+16,6.29452E+15,3.36293E+15,3.28387E+16,1.84631E+16,6.20759E+15,2.25955E+16,0
4.59421E+15,1.85633E+16,2.79811E+16,6.76168E+15,3.54785E+15,3.80723E+16,1.39838E+16,7.45769E+15,4.91791E+15,0
6.78413E+15,2.12442E+16,1.28276E+16,7.40364E+15,,3.28034E+15,1.08618E+15,8.9577E+15,503582284435287,0
6.40026E+15,1.72299E+15,1.59362E+16,4.936E+15,3.40393E+15,4.35406E+15,1.10756E+16,5.8366E+15,4.56149E+15,0
6.83942E+15,1.66867E+15,2.85086E+16,7.23883E+15,,4.60766E+15,1.13787E+16,7.34651E+15,2.85453E+15,0
6.90186E+15,1.64723E+16,2.04426E+15,5.16393E+15,3.41537E+16,4.68416E+15,1.03626E+16,6.56949E+15,4.04791E+15,0
,1.91555E+16,2.24621E+16,8.18626E+15,,3.49955E+16,1.72473E+16,7.67678E+15,5.2603E+15,0
7.88884E+15,2.28488E+16,1.58248E+16,838894421399903,3.14843E+15,4.23663E+16,1.76304E+16,56420210305518,3.63052E+16,0
5.52763E+15,2.18519E+16,2.20956E+16,6.43629E+15,,4.12868E+16,1.26401E+16,4.43286E+16,4.59114E+15,0
6.4924E+15,2.34915E+15,1.86072E+16,8.6207E+15,3.02131E+15,4.42104E+16,1.41168E+16,656367585787979,4.38339E+15,0
6.6847E+15,1.93841E+16,3.41572E+15,9.87657E+15,3.44535E+15,498063996249716,8.81876E+15,6.66594E+15,4.03066E+15,0
,1.96335E+16,2.41081E+16,7.84314E+15,3.52624E+16,42877061040859,1.02877E+16,7.34459E+15,5.03468E+15,0
6.22368E+15,2.38084E+16,2.24235E+16,9.33677E+15,,4.74665E+16,1.40278E+16,8.07743E+15,3.91958E+16,0
4.75865E+15,2.03538E+16,2.36031E+16,7.66713E+15,3.24084E+16,2.88912E+16,1.8065E+16,8.59167E+15,4.40551E+15,0
7.44083E+15,183362712601924,1.72599E+16,4.61024E+16,3.35626E+15,4.52995E+15,9.70091E+15,8.05371E+15,2.49634E+15,0
